"FORMULARIO","Depto","Mun","Fraccion","Radio","Viv","NroHogar","PM","Zon","Tipo_viv","CantidadPersonas","PersonaMayorCuatro","Personas_temporales","CantidadCochera","Hogar_Vehículo","CantidadVehículos","Tipo_vehículo_1","Propiedad_vehículo_1","MarcaVehículo_1","Combustible_1","Gasto_combustible_1","GastoCochera_1","GastoPatente_1","GastoSeguro_1","GastosTotal_1","MarcaVehículo_2","MarcaVehículo_3","HogarMoto","CantidadMotos","HogarCiclomotor","CantidadCiclomotores","HogarBicicleta","CantidadBicicletas","Plan_social","HogarIngresos","RangoIngresos","promedio_ingreso","IngresoT1","IngresoT2","HogarGastoTotal","RangoGastoTotal","promedio_gastototal","GastoT1","GastoT2","HogarGastosAlimentos","RangoGastosAlimentos","promedio_gasto_alimentos","GastoA1","HogarGastosTransporte","RangoGastosTransporte","Ingresoagregado_pers","IngresoTotalFinal","bienestar","FEX"
2129,28,30,3,3,51,1,244,9,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","1500","97","97","1500","1500","1500","97","97","1500","1500","1500","97","97","1500",NA,NA,"1900","1900","No Pobre",63.0844288364697
2134,28,10,13,3,53,1,311,25,"Casa",9,9,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","5000","97","97","5000","5000","5000","97","97","5000","5000","3000","97","97","3000","600","97","5000","5000","No Pobre",41.5253289473684
2135,28,10,13,3,26,1,311,25,"Casa",6,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"Sí","1","No","3400","97","97","3400","3400","2500","97","97","2500","2500","1500","97","97","1500","300","97","3400","3400","No Pobre",41.5253289473684
2137,28,30,1,4,73,1,227,8,"Casa",4,4,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","fiat        ","Nafta / Alconafta","50","98","98","85","85","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1800","97","97","1800","1800","1700","97","97","1700","1700","900","97","97","900","30","97","1810","1810","No Pobre",37.9364454000022
2138,28,10,13,3,108,1,311,25,"Casa",4,3,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","fiat        ","Nafta / Alconafta","200","98","25","100","125","NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","3000","97","97","3000","3000","2700","97","97","2700","2700","500","97","97","500","100","97","3000","3000","No Pobre",41.5253289473684
2139,28,10,13,3,218,2,311,25,"Casa",3,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2500","97","97","2500","2500","1500","97","97","1500","1500","1000","97","97","1000","500","97","2500","2500","No Pobre",41.5253289473684
2140,28,10,13,3,81,1,311,25,"Casa",4,4,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","ford        ","Nafta / Alconafta","48","98","50","90","98","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","6000","97","97","6000","6000","2500","97","97","2500","2500","1200","97","97","1200",NA,NA,"1250","6000","No Pobre",41.5253289473684
2141,28,10,13,3,136,1,311,25,"Casa",3,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","ford        ","Nafta / Alconafta","250","98","70","145","98","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","5000","97","97","5000","5000","1600","97","97","1600","1600","200","97","97","200","50","97","5000","5000","No Pobre",41.5253289473684
2142,28,10,13,3,232,2,311,25,"Casa",9,8,1,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","3700","97","97","3700","3700","1000","97","97","1000","1000","800","97","97","800","50","97","3015","3700","No Pobre",41.5253289473684
2144,28,10,13,3,122,1,311,25,"Casa",1,1,0,1,"Si","1","Furgón / utilitario","Propio de algún miembro del hogar para uso particular","renault     ","Gasoil / Diesel","200","98","33","111","144","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","1000","97","97","1000","1000","400","97","97","400","400","100","97","97","100","50","97","1000","1000","Pobre",41.5253289473684
2145,28,10,13,3,259,1,311,25,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","4000","97","97","4000","4000","4000","97","97","4000","4000","1500","97","97","1500","300","97","2000","4000","No Pobre",41.5253289473684
2146,28,10,13,3,94,1,311,25,"Casa",3,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","Fiat        ","Nafta / Alconafta","600","98","200","135","98","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2500","97","97","2500","2500","1000","97","97","1000","1000","700","97","97","700",NA,NA,"2500","2500","No Pobre",41.5253289473684
2169,28,30,12,2,141,1,238,20,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","4000","97","97","4000","4000","3000","97","97","3000","3000","800","97","97","800","250","97","4000","4000","No Pobre",38.0263183108677
2172,28,30,2,6,51,2,307,1,"Departamento",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2000","97","97","2000","2000","1800","97","97","1800","1800","400","97","97","400","40","97","2000","2000","No Pobre",109.61284230406
2173,28,30,23,5,129,1,220,6,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","1300","97","97","1300","1300","1000","97","97","1000","1000","800","97","97","800","104","97","1300","1300","Pobre",54.8735271234594
2174,28,30,19,18,14,1,109,7,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","2000","97","97","2000","2000","1500","97","97","1500","1500","1000","97","97","1000","200","97","2000","2000","No Pobre",82.804911369206
2175,28,30,19,18,111,1,109,7,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","2","No",NA,"No",NA,"No","3200","97","97","3200","3200","3200","97","97","3200","3200","2500","97","97","2500","150","97","1700","3200","No Pobre",82.804911369206
2178,28,30,19,10,87,1,207,6,"Departamento",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1500","97","97","1500","1500","1500","97","97","1500","1500","500","97","97","500","200","97","1500","1500","No Pobre",105.920787966243
2179,28,30,10,9,392,1,214,5,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1400","97","97","1400","1400","1200","97","97","1200","1200","1000","97","97","1000","140","97","2400","2400","No Pobre",59.5906799627771
2180,28,30,22,6,164,1,206,9,"Departamento",3,3,0,1,"Si","1","Auto","Prestado o alquilado","ford        ","Nafta / Alconafta","400","98","20","170","190","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","3000","97","97","3000","3000","1000","97","97","1000","1000","800","97","97","800",NA,NA,"3000","3000","No Pobre",70.9070212878361
2192,28,30,22,6,186,1,206,9,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2800","97","97","2800","2800","2000","97","97","2000","2000","1500","97","97","1500","100","97","2800","2800","No Pobre",70.9070212878361
2193,28,30,1,1,57,1,128,8,"Casa",4,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","5000","97","97","5000","5000","5000","97","97","5000","5000","2000","97","97","2000","100","97","5000","5000","No Pobre",75.6044842936229
2196,28,30,7,2,293,1,130,12,"Casa",8,6,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","2500","97","97","2500","2500","1000","97","97","1000","1000","800","97","97","800",NA,NA,"2500","2500","No Pobre",39.1301169590643
2197,28,30,2,11,279,1,310,1,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,"3000","3000","97","97","3000","3000","500","97","97","500","250","97",NA,"3000","No Pobre",98.392123622612
2199,28,30,2,2,376,1,304,1,"Departamento",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2500","97","97","2500","2500","1000","97","97","1000","1000","600","97","97","600","200","97","2500","2500","No Pobre",119.587912087912
2200,28,30,19,18,285,1,109,7,"Casa",4,4,1,0,"Si","1","Furgón / utilitario","Propio de algún miembro del hogar para uso laboral","renault     ","Nafta / Alconafta","600","98","3","100","103","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","4000","97","97","4000","4000","4000","97","97","4000","4000","2000","97","97","2000","120","97","2200","4000","No Pobre",82.804911369206
2201,28,30,12,11,265,1,154,17,"Casa",1,1,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","peugeot     ","Gasoil / Diesel","400","98","35","232","267","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,"1500","1500","97","97","1500","1500","800","97","97","800",NA,NA,NA,"1500","No Pobre",71.4856370531752
2202,28,30,12,9,135,1,302,18,"Casa",4,3,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","wolsvagen   ","Nafta / Alconafta","600","98","98","98","98","NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800","800","Pobre",28.6920903954802
2203,28,10,13,11,164,1,120,25,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","Sí","1500","97","97","1500","1500","1500","97","97","1500","1500","1000","97","97","1000","200","97","2300","2300","No Pobre",49.5902718332097
2204,28,10,13,11,61,1,120,25,"Casa",3,3,1,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","NULL        ","Nafta / Alconafta","200","98","60","60","120","NULL        ","NULL        ","Sí","1","No",NA,"Sí","1","Sí","1500","97","97","1500","1500","1500","97","97","1500","1500","1000","97","97","1000","150","97","1676","1676","No Pobre",49.5902718332097
2206,28,30,23,5,316,1,220,6,"Casa",6,6,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","2000","97","97","2000","2000","1000","97","97","1000","1000","200","97","97","200","50","97","2000","2000","No Pobre",54.8735271234594
2209,28,30,23,5,105,1,220,6,"Casa",6,6,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","ford        ","Nafta / Alconafta","345","98","98","98","98","NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","3200","97","97","3200","3200","1500","97","97","1500","1500","800","97","97","800","80","97","3200","3200","No Pobre",54.8735271234594
2212,28,30,23,5,433,1,220,6,"Casa",3,3,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","peugeot     ","Gasoil / Diesel","100","100","60","190","98","NULL        ","NULL        ","Sí","1","No",NA,"Sí","2","No","9000","97","97","9000","9000","6000","97","97","6000","6000","800","97","97","800","500","97","9000","9000","No Pobre",54.8735271234594
2214,28,30,20,5,82,1,112,19,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"Sí","2","Sí","1500","97","97","1500","1500","1500","97","97","1500","1500","800","97","97","800","400","97","1860","1860","No Pobre",58.953000729505
2215,28,30,12,8,172,1,146,16,"Casa",3,3,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","fiat        ","Nafta / Alconafta","345","98","14","100","114","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No",NA,NA,NA,NA,"4000","4000","97","97","4000","4000","1500","97","97","1500","80","97",NA,"4000","No Pobre",52.4860261227411
2216,21,20,5,7,275,1,320,27,"Casa",2,2,0,1,"Si","1","4x4","Propio de algún miembro del hogar para uso particular","ford        ","Nafta / Alconafta","350","98","20","80","100","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","3000","97","97","3000","3000","2500","97","97","2500","2500","1000","97","97","1000","184","97","1750","3000","No Pobre",47.9761630142253
2217,28,30,20,5,329,1,112,19,"Casa",5,5,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"Sí","1","Sí","2500","97","97","2500","2500","2500","97","97","2500","2500","1500","97","97","1500","200","97","3100","3100","No Pobre",58.953000729505
2218,28,10,13,14,152,1,129,25,"Casa",7,7,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","Sí","2200","97","97","2200","2200","2200","97","97","2200","2200","1500","97","97","1500","130","97","2200","2200","No Pobre",67.7249260279563
2219,28,30,19,17,10,1,143,6,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","700","97","97","700","700","700","97","97","700","700","400","97","97","400","250","97","700","700","Pobre",43.1105234922921
2220,28,30,23,3,298,1,233,5,"Casa",4,4,0,1,"Si","2","Auto","Propio de algún miembro del hogar para uso laboral","wolsvagen   ","Nafta / Alconafta","200","98","98","130","98","daihitsu    ","NULL        ","No",NA,"No",NA,"No",NA,"No","4500","97","97","4500","4500","4000","97","97","4000","4000","3000","97","97","3000",NA,NA,"4500","4500","No Pobre",60.6660168769702
2221,28,30,23,3,117,1,233,5,"Casa",6,6,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","Sí","2500","97","97","2500","2500","3000","97","97","3000","3000","2500","97","97","2500","100","97","2120","2500","No Pobre",60.6660168769702
2222,28,30,19,19,166,1,139,6,"Casa",5,5,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","Sí","600","97","97","600","600","600","97","97","600","600","400","97","97","400",NA,NA,"700","700","Pobre",79.8359433258762
2223,28,10,13,6,120,1,249,25,"Casa",4,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1200","97","97","1200","1200","1500","97","97","1500","1500","1000","97","97","1000","100","97","1200","1200","Pobre",127.533515917189
2225,28,30,12,2,28,1,238,20,"Casa",7,6,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","ford        ","Nafta / Alconafta","400","98","98","82","82","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2600","97","97","2600","2600","2000","97","97","2000","2000","1000","97","97","1000","112","97","2200","2600","No Pobre",38.0263183108677
2228,28,30,19,19,329,1,139,6,"Casa",4,4,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","NULL        ","Gasoil / Diesel","400","98","98","140","140","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2500","97","97","2500","2500","2000","97","97","2000","2000","1000","97","97","1000",NA,NA,"1800","2500","No Pobre",79.8359433258762
2231,28,30,19,19,309,1,139,6,"Casa",7,5,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1660","97","97","1660","1660","1200","97","97","1200","1200","1000","97","97","1000","200","97","4230","4230","No Pobre",79.8359433258762
2232,28,30,1,1,180,1,128,8,"Casa",6,6,0,1,"Si","1","Camioneta","Propio de algún miembro del hogar para uso laboral","citroen     ","Nafta / Alconafta","1500","98","98","160","98","NULL        ","NULL        ","No",NA,"No",NA,"Sí","3","No","20000","97","97","20000","20000","15000","97","97","15000","15000","2000","97","97","2000","200","97","20000","20000","No Pobre",75.6044842936229
2233,28,30,10,1,169,1,228,4,"Casa",2,2,2,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","1000","97","97","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000","1000","Pobre",76.8974090013934
2234,28,30,20,14,175,1,123,17,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","2","No",NA,"Sí","2","No","3700","97","97","3700","3700","2500","97","97","2500","2500","800","97","97","800","200","97","3700","3700","No Pobre",49.5648148148148
2235,28,30,12,9,181,1,305,18,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"Sí","1800","97","97","1800","1800","1800","97","97","1800","1800","1000","97","97","1000","300","97","1800","1800","No Pobre",33.0505555555556
2236,28,30,20,14,212,1,123,17,"Casa",3,3,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","renault     ","Nafta / Alconafta","150","98","5","100","105","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","3500","97","97","3500","3500","3500","97","97","3500","3500","2000","97","97","2000","60","97","2300","3500","No Pobre",49.5648148148148
2239,28,30,7,13,249,1,237,12,"Casa",5,5,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","7500","97","97","7500","7500","7500","97","97","7500","7500","4000","97","97","4000","100","97","7500","7500","No Pobre",43.1088381850133
2240,28,30,20,14,74,1,123,17,"Casa",5,5,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","2","No",NA,"Sí","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5200","5200","No Pobre",49.5648148148148
2241,28,30,20,4,65,1,247,17,"Casa",5,5,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","3","No","6000","97","97","6000","6000","3000","97","97","3000","3000","1000","97","97","1000","640","97","4000","6000","No Pobre",74.5178820999193
2242,28,30,20,4,33,1,247,17,"Casa",9,7,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,"800","800","97","97","800","800","500","97","97","500","200","97","1100","1100","Pobre",74.5178820999193
2243,28,10,13,14,195,1,129,25,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","1950","97","97","1950","1950","1950","97","97","1950","1950","1200","97","97","1200","150","97","1950","1950","No Pobre",67.7249260279563
2244,28,30,6,18,382,1,125,21,"Casa",7,7,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"Sí","1","No","1500","97","97","1500","1500","1500","97","97","1500","1500","900","97","97","900","180","97","1500","1500","No Pobre",52.5522378855712
2245,28,30,20,14,95,1,123,17,"Casa",4,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","3000","97","97","3000","3000","3000","97","97","3000","3000","1600","97","97","1600","50","97","3000","3000","No Pobre",49.5648148148148
2246,28,10,13,6,107,1,249,25,"Casa",5,4,1,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","Sí",NA,NA,NA,NA,"520",NA,NA,NA,NA,"520","260","97","97","260",NA,NA,"1350","1350","No Pobre",127.533515917189
2247,21,20,5,7,117,1,320,27,"Casa",4,4,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","renault     ","Nafta / Alconafta","200","98","60","114","194","NULL        ","NULL        ","Sí","1","No",NA,"Sí","2","No","3000","97","97","3000","3000","2500","97","97","2500","2500","1000","97","97","1000",NA,NA,"4200","4200","No Pobre",47.9761630142253
2248,28,30,20,14,137,1,123,17,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","2900","97","97","2900","2900","3000","97","97","3000","3000","1900","97","97","1900",NA,NA,"2900","2900","No Pobre",49.5648148148148
2249,21,20,5,9,290,1,318,27,"Casa",5,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"Sí","1800","97","97","1800","1800","1200","97","97","1200","1200","1000","97","97","1000","40","97","1800","1800","No Pobre",53.87931923672
2250,28,30,12,7,183,1,248,16,"Casa",5,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","3","Sí",NA,"Menor o igual a $870","435","435","435","700","97","97","700","700",NA,"Menor o igual a $350","175","175",NA,NA,"1750","1750","No Pobre",62.2622123521078
2251,28,30,20,14,99,1,123,17,"Casa",5,5,0,0,"Si","3","Auto","Propio de algún miembro del hogar para uso particular","peugeot     ","Gasoil / Diesel","150","98","98","70","70","ford        ","mercedez ben","No",NA,"No",NA,"No",NA,"No","5000","97","97","5000","5000","5000","97","97","5000","5000","2900","97","97","2900",NA,NA,"5000","5000","No Pobre",49.5648148148148
